Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Estimates 2022
2157,44560,101,520999,W Nile Virus Prevent 2016-17,HEALTH - Health Grants,Grant Admin. - Benefits,-
2157,44560,101,530656,W Nile Virus Prevent 2016-17,HEALTH - Health Grants,Grant Contractuals,-
2157,44560,101,560631,W Nile Virus Prevent 2016-17,HEALTH - Health Grants,Operational Supplies,-
2158,44560,101,510501,IDPH - Vector Surv. & Cntl. FY 2018,HEALTH - Health Grants,Regular Salaries,"-12,300"
2158,44560,101,520999,IDPH - Vector Surv. & Cntl. FY 2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2158,44560,101,530650,IDPH - Vector Surv. & Cntl. FY 2018,HEALTH - Health Grants,Conferences Training,-
2158,44560,101,530656,IDPH - Vector Surv. & Cntl. FY 2018,HEALTH - Health Grants,Grant Contractuals,-
2158,44560,101,550603,IDPH - Vector Surv. & Cntl. FY 2018,HEALTH - Health Grants,Postage,-500
2162,44560,101,510501,Lead Poisoning 2011-12,HEALTH - Health Grants,Regular Salaries,-
2163,44560,101,510501,IDPH - Lead Case Mgmt. FY 2018,HEALTH - Health Grants,Regular Salaries,"-37,830"
2173,44560,101,530656,Local Health Protect 2016-17,HEALTH - Health Grants,Grant Contractuals,-
2173,44560,101,520999,Local Health Protect 2016-17,HEALTH - Health Grants,Local Health Protect 2017-18,-
2173,44560,101,510501,Local Health Protect 2016-17,HEALTH - Health Grants,Regular Salaries,-
2174,44560,101,510501,IDPH - Local Health Protection FY2018,HEALTH - Health Grants,Regular Salaries,"-63,000"
2174,44560,101,520999,IDPH - Local Health Protection FY2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2174,44560,101,530656,IDPH - Local Health Protection FY2018,HEALTH - Health Grants,Grant Contractuals,"-7,900"
2174,44560,101,560631,IDPH- Local Health Protection,HEALTH - Health Grants,Operational Supplies,-
2175,44560,101,530650,NACCHO Medical Reserve Corps,HEALTH - Health Grants,Conferences Training,"-3,788"
2175,44560,101,550605,NACCHO Medical Reserve Corps,HEALTH - Health Grants,Travel & Mileage Reimbursement,"-3,905"
2175,44560,101,560631,NACCHO Medical Reserve Corps,HEALTH - Health Grants,Operational Supplies,"-1,742"
2176,44560,101,560631,IDPH- Narcan,HEALTH - Health Grants,Operational Supplies,"-4,000"
2183,44560,101,510501,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Regular Salaries,-
2183,44560,101,520999,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Grant Admin. - Benefits,-
2183,44560,101,530650,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Conferences Training,-
2183,44560,101,530656,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Grant Contractuals,-
2183,44560,101,540690,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Telecommunication Charges,-
2183,44560,101,550605,Pub Hlth Emerg Prep 2016-17,HEALTH - Health Grants,Travel & Mileage Reimbursement,-
2184,44560,101,510501,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Regular Salaries,"-49,250"
2184,44560,101,520999,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2184,44560,101,530650,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Conferences Training,-
2184,44560,101,530656,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Grant Contractuals,"-9,400"
2184,44560,101,540690,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Telecommunication Charges,-
2184,44560,101,550605,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Travel & Mileage Reimbursement,"-3,300"
2184,44560,101,560631,IDPH Pub Hlth Emrg Prep FY 2018,HEALTH - Health Grants,Operational Supplies,"-7,200"
2188,44560,101,510501,Teen Preg Prevent 2016-17,HEALTH - Health Grants,Regular Salaries,-
2188,44560,101,520999,Teen Preg Prevent 2016-17,HEALTH - Health Grants,Grant Admin. - Benefits,-
2188,44560,101,560631,Teen Preg Prevent 2016-17,HEALTH - Health Grants,Operational Supplies,-
2188,44560,101,530656,Teen Preg Prevent 2016-17,HEALTH - Health Grants,Grant Contractuals,-
2193,44560,101,510501,IDPH Tobacco Free 2016-17,HEALTH - Health Grants,Regular Salaries,-
2193,44560,101,520999,IDPH Tobacco Free 2016-17,HEALTH - Health Grants,Grant Admin. - Benefits,-
2193,44560,101,530656,IDPH Tobacco Free 2016-17,HEALTH - Health Grants,Grant Contractuals,-
2193,44560,101,560631,IDPH Tobacco Free 2016-17,HEALTH - Health Grants,Operational Supplies,-
2194,44560,101,510501,IDPH - IL Tobacco Free FY 2018,HEALTH - Health Grants,Regular Salaries,"-22,000"
2194,44560,101,520999,IDPH - IL Tobacco Free FY 2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2194,44560,101,550605,IDPH- IL Tobacco Free FY 2018,HEALTH - Health Grants,Travel & Mileage Reimbursement,"-3,000"
2194,44560,101,530656,IDPH - IL Tobacco Free FY 2018,HEALTH - Health Grants,Grant Contractuals,-
2194,44560,101,560631,IDPH - IL Tobacco Free FY 2018,HEALTH - Health Grants,Operational Supplies,-
2198,44560,101,510501,IDPH FY Body Art FY 2018,HEALTH - Health Grants,Regular Salaries,-
2230,42490,419,560631,IL Dept of Trans. Grant,POLICE - Grants,Operational Supplies,-
2230,42490,419,510503,IL Dept of Trans. Grant,POLICE - Grants,Overtime,"-25,000"
2072,41070,101,530667,Madison Street TIF Fund,Finance,External Support,-
2072,41300,101,530667,Madison Street TIF Fund,Finance,External Support,-
2072,41300,101,570698,Madison Street TIF Fund,Finance,Economic Development Initiativ,"-1,661,362"
2072,41300,101,570706,Madison Street TIF Fund,Finance,Project Engineering,
2072,41300,101,570707,Madison Street TIF Fund,Finance,Capital Improvements,-
2072,46205,101,462476,Madison Street TIF Fund,Finance,Gain/Loss on Sale of Property,-
2038,43700,101,510501,Motor Fuel Tax Fund,DPW‐Engineering,Regular Salaries,‐
2038,43720,101,510501,Motor Fuel Tax Fund,DPW‐Street Lighting,Regular Salaries,"-25,978"
2038,43720,751,510501,Motor Fuel Tax Fund,DPW‐Street Lighting,Regular Salaries,"-60,615"
2038,43720,752,510501,Motor Fuel Tax Fund,DPW‐Street Lighting,Regular Salaries,"-51,956"
2038,43720,753,510501,Motor Fuel Tax Fund,DPW‐Street Lighting,Regular Salaries,"-34,637"
2038,43730,777,510501,Motor Fuel Tax Fund,DPW‐Water,Regular Salaries,"-29,565"
2038,43740,101,510501,Motor Fuel Tax Fund,DPW‐Street Services,Regular Salaries,‐
2038,43740,761,510501,Motor Fuel Tax Fund,DPW‐Street Services,Regular Salaries,"-272,747"
2038,43740,765,510501,Motor Fuel Tax Fund,DPW‐Street Services,Regular Salaries,"-109,099"
2038,43800,741,510501,Motor Fuel Tax Fund,DPW‐Forestry,Regular Salaries,"-5,967"
2038,43900,733,510501,Motor Fuel Tax Fund,DPW‐Fleet,Regular Salaries,"-28,029"
2038,43700,101,510503,Motor Fuel Tax Fund,DPW‐Engineering,Overtime,‐
2038,43720,101,510503,Motor Fuel Tax Fund,DPW‐Street Lighting,Overtime,"-2,250"
2038,43720,751,510503,Motor Fuel Tax Fund,DPW‐Street Lighting,Overtime,"-5,250"
2038,43720,752,510503,Motor Fuel Tax Fund,DPW‐Street Lighting,Overtime,"-4,500"
2038,43720,753,510503,Motor Fuel Tax Fund,DPW‐Street Lighting,Overtime,"-3,000"
2038,43740,101,510503,Motor Fuel Tax Fund,DPW‐Street Services,Overtime,‐
2038,43740,761,510503,Motor Fuel Tax Fund,DPW‐Street Services,Overtime,"-20,000"
2038,43740,766,510503,Motor Fuel Tax Fund,DPW‐Street Services,Overtime,"-140,000"
2038,43800,741,510503,Motor Fuel Tax Fund,DPW‐Forestry,Overtime,‐
2038,43900,733,510503,Motor Fuel Tax Fund,DPW‐Fleet,Overtime,‐
2038,43700,101,520520,Motor Fuel Tax Fund,DPW‐Engineering,Life Insurance Expense,‐
2038,43720,101,520520,Motor Fuel Tax Fund,DPW‐Street Lighting,Life Insurance Expense,-28
2038,43720,751,520520,Motor Fuel Tax Fund,DPW‐Street Lighting,Life Insurance Expense,-65
2038,43720,752,520520,Motor Fuel Tax Fund,DPW‐Street Lighting,Life Insurance Expense,-56
2038,43720,753,520520,Motor Fuel Tax Fund,DPW‐Street Lighting,Life Insurance Expense,-37
2038,43730,777,520520,Motor Fuel Tax Fund,DPW‐Water,Life Insurance Expense,-42
2038,43740,101,520520,Motor Fuel Tax Fund,DPW‐Street Services,Life Insurance Expense,‐
2038,43740,761,520520,Motor Fuel Tax Fund,DPW‐Street Services,Life Insurance Expense,-419
2038,43740,765,520520,Motor Fuel Tax Fund,DPW‐Street Services,Life Insurance Expense,-167
2038,43800,741,520520,Motor Fuel Tax Fund,DPW‐Forestry,Life Insurance Expense,-9
2038,43900,733,520520,Motor Fuel Tax Fund,DPW‐Fleet,Life Insurance Expense,-37
2038,43700,101,520521,Motor Fuel Tax Fund,DPW‐Engineering,Health Insurance Expense,‐
2038,43720,101,520521,Motor Fuel Tax Fund,DPW‐Street Lighting,Health Insurance Expense,"-3,577"
2038,43720,751,520521,Motor Fuel Tax Fund,DPW‐Street Lighting,Health Insurance Expense,"-8,345"
2038,43720,752,520521,Motor Fuel Tax Fund,DPW‐Street Lighting,Health Insurance Expense,"-7,153"
2038,43720,753,520521,Motor Fuel Tax Fund,DPW‐Street Lighting,Health Insurance Expense,"-4,769"
2038,43730,777,520521,Motor Fuel Tax Fund,DPW‐Water,Health Insurance Expense,"-6,678"
2038,43740,101,520521,Motor Fuel Tax Fund,DPW‐Street Services,Health Insurance Expense,‐
2038,43740,761,520521,Motor Fuel Tax Fund,DPW‐Street Services,Health Insurance Expense,"-61,793"
2038,43740,765,520521,Motor Fuel Tax Fund,DPW‐Street Services,Health Insurance Expense,"-24,717"
2038,43800,741,520521,Motor Fuel Tax Fund,DPW‐Forestry,Health Insurance Expense,"-2,247"
2038,43900,733,520521,Motor Fuel Tax Fund,DPW‐Fleet,Health Insurance Expense,"-6,542"
2038,43700,101,520522,Motor Fuel Tax Fund,DPW‐Engineering,Social Security Expense,‐
2038,43720,101,520522,Motor Fuel Tax Fund,DPW‐Street Lighting,Social Security Expense,"-1,611"
2038,43720,751,520522,Motor Fuel Tax Fund,DPW‐Street Lighting,Social Security Expense,"-3,758"
2038,43720,752,520522,Motor Fuel Tax Fund,DPW‐Street Lighting,Social Security Expense,"-3,221"
2038,43720,753,520522,Motor Fuel Tax Fund,DPW‐Street Lighting,Social Security Expense,"-2,148"
2038,43730,777,520522,Motor Fuel Tax Fund,DPW‐Water,Social Security Expense,"-1,833"
2038,43740,101,520522,Motor Fuel Tax Fund,DPW‐Street Services,Social Security Expense,‐
2038,43740,761,520522,Motor Fuel Tax Fund,DPW‐Street Services,Social Security Expense,"-16,910"
2038,43740,765,520522,Motor Fuel Tax Fund,DPW‐Street Services,Social Security Expense,"-6,764"
2038,43800,741,520522,Motor Fuel Tax Fund,DPW‐Forestry,Social Security Expense,-370
2038,43900,733,520522,Motor Fuel Tax Fund,DPW‐Fleet,Social Security Expense,"-1,738"
2038,43700,101,520523,Motor Fuel Tax Fund,DPW‐Engineering,Medicare Expense,‐
2038,43720,101,520523,Motor Fuel Tax Fund,DPW‐Street Lighting,Medicare Expense,-377
2038,43720,751,520523,Motor Fuel Tax Fund,DPW‐Street Lighting,Medicare Expense,-879
2038,43720,752,520523,Motor Fuel Tax Fund,DPW‐Street Lighting,Medicare Expense,-753
2038,43720,753,520523,Motor Fuel Tax Fund,DPW‐Street Lighting,Medicare Expense,-502
2038,43730,777,520523,Motor Fuel Tax Fund,DPW‐Water,Medicare Expense,-429
2038,43740,101,520523,Motor Fuel Tax Fund,DPW‐Street Services,Medicare Expense,‐
2038,43740,761,520523,Motor Fuel Tax Fund,DPW‐Street Services,Medicare Expense,"-3,955"
2038,43740,765,520523,Motor Fuel Tax Fund,DPW‐Street Services,Medicare Expense,"-1,582"
2038,43800,741,520523,Motor Fuel Tax Fund,DPW‐Forestry,Medicare Expense,-87
2038,43900,733,520523,Motor Fuel Tax Fund,DPW‐Fleet,Medicare Expense,-406
2038,43700,101,520527,Motor Fuel Tax Fund,DPW‐Engineering,IMRF Expense,‐
2038,43720,101,520527,Motor Fuel Tax Fund,DPW‐Street Lighting,IMRF Expense,"-1,444"
2038,43720,751,520527,Motor Fuel Tax Fund,DPW‐Street Lighting,IMRF Expense,"-3,370"
2038,43720,752,520527,Motor Fuel Tax Fund,DPW‐Street Lighting,IMRF Expense,"-2,889"
2038,43720,753,520527,Motor Fuel Tax Fund,DPW‐Street Lighting,IMRF Expense,"-1,926"
2038,43730,777,520527,Motor Fuel Tax Fund,DPW‐Water,IMRF Expense,"-1,644"
2038,43740,101,520527,Motor Fuel Tax Fund,DPW‐Street Services,IMRF Expense,‐
2038,43740,761,520527,Motor Fuel Tax Fund,DPW‐Street Services,IMRF Expense,"-15,165"
2038,43740,765,520527,Motor Fuel Tax Fund,DPW‐Street Services,IMRF Expense,"-6,066"
2038,43800,741,520527,Motor Fuel Tax Fund,DPW‐Forestry,IMRF Expense,-332
2038,43900,733,520527,Motor Fuel Tax Fund,DPW‐Fleet,IMRF Expense,"-1,558"
2038,41300,101,530675,Motor Fuel Tax Fund,DPW ‐ Administration,Bank Charges,"-1,000"
2038,43720,751,540692,Motor Fuel Tax Fund,DPW‐Street Lighting,Electricity,"-115,000"
2038,43780,101,570951,Motor Fuel Tax Fund,Construction Resurfacing,Construction Resurfacing,"-900,000"
2038,43740,761,560633,Motor Fuel Tax Fund,DPW‐Street Services,Roadway Maintenance,"-45,500"
2038,43740,765,560633,Motor Fuel Tax Fund,DPW‐Street Services,Roadway Maintenance,"-250,000"
2038,41300,101,591801,Motor Fuel Tax Fund,DPW ‐ Administration,Transfer To General Fund,‐
2081,41300,101,530667,SSA#1- Downtown Oak Park,Finance,External Support,"-725,000"
2081,41300,101,530675,SSA#1- Downtown Oak Park,Finance,Bank Charges,"-1,000"
2088,46201,101,583607,Section 108 Loan Fund,DCS - Neig. Srv. - CDBG,Loan Disbursements,"-3,000,000"
2090,41300,101,530675,SSA#7 Elmwood & Rossell,Finance,Bank Charges,-
2090,41300,101,570959,SSA#7 Elmwood & Rossell,Finance,Streetscaping,-
2092,41300,101,570950,SSA#8 Construction,Finance,Construction*,-
2021,42400,101,560655,State RICO Forfeiture Fund,POLICE,Reimbursements,"-20,000"
2021,42400,101,530667,State RICO Forfeiture Fund,POLICE,External Support,"-10,000"
2021,41300,101,530675,State RICO Forfeiture Fund,POLICE,Bank Charges,"-1,400"
2310,41020,101,510501,Sustainability Fund,Village Manager's Office (VMO),Regular Salaries,"-201,974"
2310,41020,101,520520,Sustainability Fund,Village Manager's Office (VMO),Life Insurance Expense,-186
2310,41020,101,520521,Sustainability Fund,Village Manager's Office (VMO),Health Insurance Expense,"-31,344"
2310,41020,101,520522,Sustainability Fund,Village Manager's Office (VMO),Social Security Expense,"-12,522"
2310,41020,101,520523,Sustainability Fund,Village Manager's Office (VMO),Medicare Expense,"-2,929"
2310,41020,101,520527,Sustainability Fund,Village Manager's Office (VMO),IMRF Contributions,"-10,318"
2310,41020,101,530650,Sustainability Fund,Village Manager's Office (VMO),Conferences Training,"-2,500"
2310,41020,101,530667,Sustainability Fund,Village Manager's Office (VMO),External Support,"-174,000"
2310,41020,101,550601,Sustainability Fund,Village Manager's Office (VMO),Printing,"-9,000"
2310,41020,101,550602,Sustainability Fund,Village Manager's Office (VMO),Membership Dues,"-6,820"
2310,41020,101,550603,Sustainability Fund,Village Manager's Office (VMO),Postage,-200
2310,41020,101,550605,Sustainability Fund,Village Manager's Office (VMO),Travel & Mileage Reimbursement,-750
2310,41020,101,560606,Sustainability Fund,Village Manager's Office (VMO),Books & Subscriptions,-500
2310,41020,101,560620,Sustainability Fund,Village Manager's Office (VMO),Office Supplies,"-1,200"
2310,41020,101,570668,Sustainability Fund,Village Manager's Office (VMO),Energy Efficiency Grant Programs,"-420,000"
2310,41020,101,570850,Sustainability Fund,Village Manager's Office (VMO),Solar Projects,"-225,000"
2310,41020,101,570851,Sustainability Fund,Village Manager's Office (VMO),Sustainable VOP Projects,"-400,000"
2310,41020,101,570954,Sustainability Fund,Village Manager's Office (VMO),Street Lighting Improvements,"-175,000"
2310,41020,101,570967,Sustainability Fund,Village Manager's Office (VMO),Bikeway Capital Project,-
2310,41020,101,591895,Sustainability Fund,Village Manager's Office (VMO),Transfer to CIP Fund,-
2220,42490,101,550701,Tobacco Enforcement Grant,POLICE - Grants,Tobacco Grant Expenditures,"-3,000"
1050,41020,101,530650,"Travel, Training & Wellness",Village Manager's Office,Conferences Training,"-80,000"
1050,42500,101,530650,"Travel, Training & Wellness",Fire - Admin,Conferences Training,-
1050,41020,101,530667,"Travel, Training & Wellness",Village Manager's Office,External Support,-
3012,43790,101,540673,Capital Bldg Improvements,DPW - Building Maintenance,Building Maintenance,"-1,419,600"
3029,43790,101,540673,Equipment Replacement Fund,Finance,Building Maintenance,-
3029,41300,905,550689,Equipment Replacement Fund,Finance,Operational Mainten Support,-
3029,41040,884,540690,Equipment Replacement Fund,Finance,Telecommunication Charges,-
3029,41300,884,540690,Equipment Replacement Fund,Finance,Telecommunication Charges,-
3029,41300,905,540690,Equipment Replacement Fund,Finance,Telecommunication Charges,-
3029,41300,905,570290,Equipment Replacement Fund,Finance,WAN Equipment,-
3029,41300,884,570292,Equipment Replacement Fund,Finance,Telephone System,"-60,000"
3029,41300,905,570294,Equipment Replacement Fund,Finance,Printers,"-3,000"
3029,41300,906,570710,Equipment Replacement Fund,Finance,Equipment,"-38,000"
3029,41300,714,570710,Equipment Replacement Fund,Finance,Equipment,"-221,000"
3029,41300,910,570711,Equipment Replacement Fund,Finance,Equipment,-
3029,41300,911,570720,Equipment Replacement Fund,Finance,Equipment,"-50,000"
3029,41300,101,570711,Equipment Replacement Fund,Finance,Equipment,-
3029,41300,905,570711,Equipment Replacement Fund,Finance,Software,"-125,000"
3029,41300,906,570711,Equipment Replacement Fund,Finance,Software,-
3029,41300,714,570711,Equipment Replacement Fund,Finance,Software,-
3029,41300,909,570711,Equipment Replacement Fund,Finance,Software,-
3029,41300,915,570711,Equipment Replacement Fund,Finance,Software,-
3029,41300,905,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-45,000"
3029,41300,906,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-368,000"
3029,41300,915,570720,Equipment Replacement Fund,Finance,Computer Equipment,-
3029,41110,882,570720,Equipment Replacement Fund,Finance,Computer Equipment,-
3029,41300,884,570720,Equipment Replacement Fund,Finance,Computer Equipment,"-65,000"
3029,41300,909,570720,Equipment Replacement Fund,Finance,Computer Equipment,-
3029,41300,199,591895,Equipment Replacement Fund,Finance,Interfund Transfer to CIP Fund,-
3032,43900,101,570750,Fleet Replacement Fund,DPW - Fleet Operations,Vehicles- Administration,"-49,000"
3032,43900,851,570750,Fleet Replacement Fund,DPW - Fleet Operations,Vehicles- Fire,"-350,000"
3032,43900,856,570750,Fleet Replacement Fund,DPW - Fleet Operations,Vehicles- Parking Enforcement,"-34,000"
3032,43900,857,570750,Fleet Replacement Fund,DPW - Fleet Operations,Vehicles- Police,"-384,000"
3032,43900,858,570750,Fleet Replacement Fund,DPW - Fleet Operations,Vehicles- Public Works,"-454,000"
3032,43900,858,570751,Fleet Replacement Fund,DPW - Fleet Operations,Capital Lease Interest Expense,"-4,403"
3032,43900,851,570751,Fleet Replacement Fund,DPW - Fleet Operations,Capital Lease Interest Expense,"-6,033"
3032,43900,858,570752,Fleet Replacement Fund,DPW - Fleet Operations,Capital Lease Principal,"-47,255"
3032,43900,851,570752,Fleet Replacement Fund,DPW - Fleet Operations,Capital Lease Principal,"-88,825"
3095,43700,101,510501,Capital Improvement Fund,DPW - Capital Projects,Regular Salaries,-
3095,43710,101,510501,Capital Improvement Fund,DPW - Capital Projects,Regular Salaries,-
3095,46260,101,510501,Capital Improvement Fund,DPW - Capital Projects,Regular Salaries,"-135,711"
3095,43780,721,510501,Capital Improvement Fund,DPW - Capital Projects,Regular Salaries,"-497,729"
3095,43700,721,510501,Capital Improvement Fund,DPW - Capital Projects,Regular Salaries,-
3095,43780,721,510503,Capital Improvement Fund,DPW - Capital Projects,Overtime,"-21,000"
3095,46260,101,510506,Capital Improvement Fund,DPW - Capital Projects,"Equip Allow (Auto,Phone,Tools)",-
3095,43780,721,510515,Capital Improvement Fund,DPW - Capital Projects,Comp Time,-
3095,43780,101,510518,Capital Improvement Fund,DPW - Capital Projects,Seasonal Employees,-
3095,43780,721,510519,Capital Improvement Fund,DPW - Capital Projects,Vacation Time Payout,-
3095,43780,721,510509,Capital Improvement Fund,DPW - Capital Projects,Comp Time Payout,-
3095,46260,101,520520,Capital Improvement Fund,DPW - Capital Projects,Life Insurance Expense,-85
3095,43780,721,520520,Capital Improvement Fund,DPW - Capital Projects,Life Insurance Expense,-539
3095,43700,721,520520,Capital Improvement Fund,DPW - Capital Projects,Life Insurance Expense,-
3095,43710,101,520520,Capital Improvement Fund,DPW - Capital Projects,Life Insurance Expense,-
3095,46260,101,520521,Capital Improvement Fund,DPW - Capital Projects,Health Insurance Expense,"-15,568"
3095,43780,721,520521,Capital Improvement Fund,DPW - Capital Projects,Health Insurance Expense,"-97,596"
3095,43700,721,520521,Capital Improvement Fund,DPW - Capital Projects,Health Insurance Expense,-
3095,43710,101,520521,Capital Improvement Fund,DPW - Capital Projects,Health Insurance Expense,-
3095,46260,101,520522,Capital Improvement Fund,DPW - Capital Projects,Social Security Expense,"-7,433"
3095,43780,721,520522,Capital Improvement Fund,DPW - Capital Projects,Social Security Expense,"-30,440"
3095,43700,721,520522,Capital Improvement Fund,DPW - Capital Projects,Social Security Expense,-
3095,43710,101,520522,Capital Improvement Fund,DPW - Capital Projects,Social Security Expense,-
3095,46260,101,520523,Capital Improvement Fund,DPW - Capital Projects,Medicare Expense,"-1,967"
3095,43780,721,520523,Capital Improvement Fund,DPW - Capital Projects,Medicare Expense,"-7,217"
3095,43700,721,520523,Capital Improvement Fund,DPW - Capital Projects,Medicare Expense,-
3095,43710,101,520523,Capital Improvement Fund,DPW - Capital Projects,Medicare Expense,-
3095,46260,101,520527,Capital Improvement Fund,DPW - Capital Projects,IMRF Contributions,"-7,546"
3095,43780,721,520527,Capital Improvement Fund,DPW - Capital Projects,IMRF Contributions,"-27,674"
3095,43700,721,520527,Capital Improvement Fund,DPW - Capital Projects,IMRF Contributions,-
3095,43710,101,520527,Capital Improvement Fund,DPW - Capital Projects,IMRF Contributions,-
3095,43780,101,530650,Capital Improvement Fund,DPW - Capital Projects,Conferences Training,"-2,000"
3095,41020,101,530667,Capital Improvement Fund,DPW - Capital Projects,External Support,-
3095,43780,101,530667,Capital Improvement Fund,DPW - Capital Projects,External Support,"-272,500"
3095,43780,101,550601,Capital Improvement Fund,DPW - Capital Projects,Printing,"-2,000"
3095,43780,101,550602,Capital Improvement Fund,DPW - Capital Projects,Membership Dues,-790
3095,43780,101,550603,Capital Improvement Fund,DPW - Capital Projects,Postage,"-4,000"
3095,43780,101,550652,Capital Improvement Fund,DPW - Capital Projects,Legal Postings and Doc. Fees,"-2,500"
3095,41300,101,550656,Capital Improvement Fund,DPW - Capital Projects,Miscellaneous Expense,-
3095,43780,101,550663,Capital Improvement Fund,DPW - Capital Projects,Software License Updates,"-22,471"
3095,43780,101,550671,Capital Improvement Fund,DPW - Capital Projects,Office Machine Service,"-10,000"
3095,43780,101,550673,Capital Improvement Fund,DPW - Capital Projects,Repairs,-250
3095,43780,101,550690,Capital Improvement Fund,DPW - Capital Projects,Public Art,"-100,000"
3095,46205,101,550690,Capital Improvement Fund,DPW - Capital Projects,Public Art,-
3095,43780,101,560620,Capital Improvement Fund,DPW - Capital Projects,Office Supplies,"-2,000"
3095,43780,101,560625,Capital Improvement Fund,DPW - Capital Projects,Clothing,-500
3095,43780,101,560631,Capital Improvement Fund,DPW - Capital Projects,Operational Supplies,"-1,500"
3095,43780,101,570706,Capital Improvement Fund,DPW - Capital Projects,Project Engineering,"-1,458,669"
3095,43780,721,570706,Capital Improvement Fund,DPW - Capital Projects,Project Engineering,-
3095,43780,101,570720,Capital Improvement Fund,DPW - Capital Projects,Computer Equipment,-
3095,43780,101,570951,Capital Improvement Fund,DPW - Capital Projects,Local Street Construction,"-2,102,000"
3095,43780,101,570953,Capital Improvement Fund,DPW - Capital Projects,Sidewalk Improvements,"-150,000"
3095,43780,101,570954,Capital Improvement Fund,DPW - Capital Projects,Street Lighting Improvements,"-25,000"
3095,43780,101,570955,Capital Improvement Fund,DPW - Capital Projects,Traffic Calming Improvements,"-1,165,000"
3095,43780,101,570957,Capital Improvement Fund,DPW - Capital Projects,Tree Replacement,"-200,000"
3095,43780,101,570958,Capital Improvement Fund,DPW - Capital Projects,Street Furnishings,"-15,000"
3095,43780,101,570959,Capital Improvement Fund,DPW - Capital Projects,Streetscaping,"-3,573,739"
3095,43780,101,570962,Capital Improvement Fund,DPW - Capital Projects,Bicycle Racks,"-5,000"
3095,43780,101,570963,Capital Improvement Fund,DPW - Capital Projects,Landscape Improvements,"-50,000"
3095,43780,101,570964,Capital Improvement Fund,DPW - Capital Projects,Alley Improvements,"-1,225,000"
3095,43780,101,570966,Capital Improvement Fund,DPW - Capital Projects,Traffic Signals,"-29,459"
3095,43780,101,570967,Capital Improvement Fund,DPW - Capital Projects,Bicycle Plan Improvements,"-200,000"
3095,43780,101,570971,Capital Improvement Fund,DPW - Capital Projects,Traffic Signal Management,"-205,000"
3095,43780,802,570971,Capital Improvement Fund,DPW - Capital Projects,Traffic Signal Management,-
3095,43780,101,570972,Capital Improvement Fund,DPW - Capital Projects,Viaducts,-
3095,43780,101,570974,Capital Improvement Fund,DPW - Capital Projects,Microsurfacing,-
3095,43780,101,570977,Capital Improvement Fund,DPW - Capital Projects,Pavement Preservation Treatments,"-450,000"
3095,43780,101,560634,Capital Improvement Fund,DPW - Capital Projects,FHWA Reflectivity Sign Upgrade,-
3095,43780,101,591812,Capital Improvement Fund,DPW - Capital Projects,Transfer To Capital Bldg Impr,"-1,700,000"
3095,43780,101,591829,Capital Improvement Fund,DPW - Capital Projects,Transfer To Equip Repl,"-1,250,000"
3095,43780,101,591832,Capital Improvement Fund,DPW - Capital Projects,Transfer To Fleet Replacement,"-1,450,000"
5055,43760,101,510501,Environmental Services Fund,DPW - Environmental Services,Regular Salaries,"-110,645"
5055,43760,764,510501,Environmental Services Fund,DPW - Environmental Services,Regular Salaries,"-81,824"
5055,43760,797,510501,Environmental Services Fund,DPW - Environmental Services,Regular Salaries,"-70,996"
5055,43760,101,510503,Environmental Services Fund,DPW - Environmental Services,Overtime,-
5055,43760,764,510503,Environmental Services Fund,DPW - Environmental Services,Overtime,"-3,000"
5055,43760,101,510506,Environmental Services Fund,DPW - Environmental Services,"Equip Allowance (Auto, Phone, Tools)",-550
5055,43760,764,520515,Environmental Services Fund,DPW - Environmental Services,Health Insurance Opt Out,-
5055,43760,101,520520,Environmental Services Fund,DPW - Environmental Services,Life Insurance Expense,-195
5055,43760,764,520520,Environmental Services Fund,DPW - Environmental Services,Life Insurance Expense,-126
5055,43760,797,520520,Environmental Services Fund,DPW - Environmental Services,Life Insurance Expense,-93
5055,43760,101,520521,Environmental Services Fund,DPW - Environmental Services,Health Insurance Expense,"-21,060"
5055,43760,764,520521,Environmental Services Fund,DPW - Environmental Services,Health Insurance Expense,"-18,538"
5055,43760,797,520521,Environmental Services Fund,DPW - Environmental Services,Health Insurance Expense,"-14,638"
