Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
3095,43780,810,570959,Capital Improvement Fund,DPW ‐ Capital Projects,Streetscaping,‐,‐,‐
3095,43780,813,570959,Capital Improvement Fund,DPW ‐ Capital Projects,Streetscaping,"-37,654","-9,563",‐
3095,43780,101,570962,Capital Improvement Fund,DPW ‐ Capital Projects,Bicycle Racks,"-5,410",‐,"-4,232"
3095,43780,101,570963,Capital Improvement Fund,DPW ‐ Capital Projects,Landscape Improvements,‐,‐,‐
3095,43780,101,570964,Capital Improvement Fund,DPW ‐ Capital Projects,Alley Improvements,‐,"-32,848","-2,830,981"
3095,43780,802,570964,Capital Improvement Fund,DPW ‐ Capital Projects,Alley Improvements,"-676,428","-24,460",‐
3095,43780,815,570964,Capital Improvement Fund,DPW ‐ Capital Projects,Alley Improvements,‐,"-2,152,363","65,753"
3095,43780,101,570966,Capital Improvement Fund,DPW ‐ Capital Projects,Traffic Signals,‐,‐,‐
3095,43780,101,570967,Capital Improvement Fund,DPW ‐ Capital Projects,Bicycle Plan Improvements,‐,‐,"-22,448"
3095,43780,802,570967,Capital Improvement Fund,DPW ‐ Capital Projects,Bicycle Plan Improvements,‐,"-22,495","-2,498"
3095,43780,818,570967,Capital Improvement Fund,DPW ‐ Capital Projects,Bicycle Plan Improvements,‐,‐,"-4,450"
3095,43780,101,570971,Capital Improvement Fund,DPW ‐ Capital Projects,Traffic Signal Management,‐,‐,"-32,661"
3095,43780,802,570971,Capital Improvement Fund,DPW ‐ Capital Projects,Traffic Signal Management,"-168,412","-1,849",-552
3095,43780,101,570972,Capital Improvement Fund,DPW ‐ Capital Projects,Viaducts,"-1,965",‐,‐
3095,43780,813,570972,Capital Improvement Fund,DPW ‐ Capital Projects,Viaducts,"-7,610",‐,‐
3095,43780,823,570972,Capital Improvement Fund,DPW ‐ Capital Projects,Viaducts,"-4,056",-896,"-1,065"
3095,43780,101,570974,Capital Improvement Fund,DPW ‐ Capital Projects,Microsurfacing,‐,‐,"-278,010"
3095,43780,802,570974,Capital Improvement Fund,DPW ‐ Capital Projects,Microsurfacing,"-300,000","-294,663","-18,169"
3095,41300,101,582100,Capital Improvement Fund,DPW ‐ Capital Projects,Loss on Investments,‐,"-12,804",‐
3095,43780,101,591801,Capital Improvement Fund,DPW ‐ Capital Projects,Transfer To General Fund,"-497,000","-500,000","-500,004"
3095,43780,101,591812,Capital Improvement Fund,DPW ‐ Capital Projects,Transfer To Capital Bldg Impr,"-395,000","-1,092,000","-2,242,344"
3095,43780,101,591825,Capital Improvement Fund,DPW ‐ Capital Projects,Transfer To Debt Service Fund,"-170,880","-90,750",‐
3095,43780,101,591829,Capital Improvement Fund,DPW ‐ Capital Projects,Transfer To Equip Repl,"-150,000","-1,689,242",-4
3095,43780,101,591832,Capital Improvement Fund,DPW ‐ Capital Projects,Transfer To Fleet Replacement,"-295,488","-409,225","-665,004"
4001,46205,101,530660,Lake Forest Develop Project,DCS ‐ Business Services,General Contractuals,‐,"-5,791",‐
4001,41070,101,530667,Lake Forest Develop Project,LEGAL ‐ Law,External Support,"-21,266",‐,"-21,445"
4001,41300,101,530667,Lake Forest Develop Project,LEGAL ‐ Law,External Support,‐,"-88,154",‐
4001,46205,101,530667,Lake Forest Develop Project,DCS ‐ Business Services,External Support,"-19,678",‐,‐
4001,41300,101,581806,Lake Forest Develop Project,Finance,Letter of Credit Interest Exp.,‐,"-30,677","-115,493"
4002,46250,101,530660,Colt Westgate Redevelopment,Development Customer Services,Contractual Services,‐,"-61,795",‐
4002,41070,101,530667,Colt Westgate Redevelopment,Development Customer Services,External Support,"-3,570",‐,‐
4002,43780,101,530667,Colt Westgate Redevelopment,Development Customer Services,External Support,‐,‐,"-19,627"
4002,46250,101,530667,Colt Westgate Redevelopment,Development Customer Services,External Support,‐,‐,"-506,835"
4002,46260,101,530667,Colt Westgate Redevelopment,Development Customer Services,External Support,‐,"-4,894","-321,269"
4002,46260,101,540692,Colt Westgate Redevelopment,Development Customer Services,Electricity,‐,‐,-436
4002,46260,101,540693,Colt Westgate Redevelopment,Development Customer Services,Natural Gas,‐,‐,"-3,091"
4002,46250,101,550601,Colt Westgate Redevelopment,Development Customer Services,Printing,‐,‐,-120
4002,46260,101,585616,Colt Westgate Redevelopment,Development Customer Services,Relocation Expenses,‐,‐,"-30,014"
4003,43780,101,530667,South & Harlem Redevelopment,DPW ‐ Capital Projects,External Support,‐,‐,"-89,147"
4003,41300,101,591801,South & Harlem Redevelopment,General,Transfer to General Fund,,,
5055,43760,101,510501,Environmental Services Fund,DPW ‐ Environmental Services,Regular Salaries,"-81,371","-76,104","-83,049"
5055,43760,764,510501,Environmental Services Fund,DPW ‐ Environmental Services,Regular Salaries,"-49,015","-49,174","-51,097"
5055,43760,797,510501,Environmental Services Fund,DPW ‐ Environmental Services,Regular Salaries,"-59,005","-59,109","-59,999"
5055,43760,101,510503,Environmental Services Fund,DPW ‐ Environmental Services,Overtime,‐,"-2,686","-6,324"
5055,43760,764,510503,Environmental Services Fund,DPW ‐ Environmental Services,Overtime,"-7,711","-2,363","-7,331"
5055,43760,765,510503,Environmental Services Fund,DPW ‐ Environmental Services,Overtime,‐,-173,‐
5055,43760,764,520515,Environmental Services Fund,DPW ‐ Environmental Services,Health Insurance Opt Out,"-3,196","-3,134","-2,884"
5055,43760,764,510516,Environmental Services Fund,DPW ‐ Environmental Services,FD 7G Pay,0,‐,‐
5055,43760,101,520520,Environmental Services Fund,DPW ‐ Environmental Services,Life Insurance Expense,-42,-42,-55
5055,43760,764,520520,Environmental Services Fund,DPW ‐ Environmental Services,Life Insurance Expense,-30,-45,-65
5055,43760,797,520520,Environmental Services Fund,DPW ‐ Environmental Services,Life Insurance Expense,-42,-41,-41
5055,43760,101,520521,Environmental Services Fund,DPW ‐ Environmental Services,Health Insurance Expense,"-7,087","-7,358","-8,544"
5055,43760,764,520521,Environmental Services Fund,DPW ‐ Environmental Services,Health Insurance Expense,"-12,510","-12,895","-14,811"
5055,43760,797,520521,Environmental Services Fund,DPW ‐ Environmental Services,Health Insurance Expense,"-12,439","-12,915","-14,720"
5055,43760,101,520522,Environmental Services Fund,DPW ‐ Environmental Services,Social Security Expense,"-4,759","-4,741","-4,800"
5055,43760,764,520522,Environmental Services Fund,DPW ‐ Environmental Services,Social Security Expense,"-3,526","-3,603","-3,593"
5055,43760,797,520522,Environmental Services Fund,DPW ‐ Environmental Services,Social Security Expense,"-3,516","-3,510","-3,555"
5055,43760,101,520523,Environmental Services Fund,DPW ‐ Environmental Services,Medicare Expense,"-1,113","-1,109","-1,123"
5055,43760,764,520523,Environmental Services Fund,DPW ‐ Environmental Services,Medicare Expense,-825,-843,-840
5055,43760,797,520523,Environmental Services Fund,DPW ‐ Environmental Services,Medicare Expense,-822,-821,-831
5055,43760,101,520527,Environmental Services Fund,DPW ‐ Environmental Services,IMRF Contributions,"-11,300","-11,904","-11,276"
5055,43760,764,520527,Environmental Services Fund,DPW ‐ Environmental Services,IMRF Contributions,"-8,653","-9,320","-8,625"
5055,43760,797,520527,Environmental Services Fund,DPW ‐ Environmental Services,IMRF Contributions,"-8,520","-8,975","-8,502"
5055,473760,101,520528,Environmental Services Fund,DPW ‐ Environmental Services,S125 Admin. Expenses,‐,‐,"18,277"
5055,43760,101,520529,Environmental Services Fund,DPW ‐ Environmental Services,Change in IMRF NPO,"-4,529",-350,‐
5055,43760,101,520900,Environmental Services Fund,DPW ‐ Environmental Services,Change in NPO,"-2,394","7 ,487",‐
5055,43760,101,530650,Environmental Services Fund,DPW ‐ Environmental Services,Conferences Training,-200,-255,-268
5055,43760,796,530650,Environmental Services Fund,DPW ‐ Environmental Services,Conferences Training,-240,-200,‐
5055,43760,797,530650,Environmental Services Fund,DPW ‐ Environmental Services,Conferences Training,-280,-368,-767
5055,43760,101,530660,Environmental Services Fund,DPW ‐ Environmental Services,General Contractuals,"-2,480,149","-2,538,131","-2,621,638"
5055,43760,764,530660,Environmental Services Fund,DPW ‐ Environmental Services,General Contractuals,"-192,864","-196,335","-196,335"
5055,43760,795,530662,Environmental Services Fund,DPW ‐ Environmental Services,Boards Commissions Support,‐,‐,-339
5055,43760,796,530667,Environmental Services Fund,DPW ‐ Environmental Services,External Support,"-2,273",‐,‐
5055,43760,101,530667,Environmental Services Fund,DPW ‐ Environmental Services,External Support,‐,"-3,400","-3,750"
5055,43760,796,530667,Environmental Services Fund,DPW ‐ Environmental Services,External Support,‐,‐,‐
5055,43760,101,550601,Environmental Services Fund,DPW ‐ Environmental Services,Printing,-156,-199,-298
5055,43760,796,550601,Environmental Services Fund,DPW ‐ Environmental Services,Printing,‐,‐,‐
5055,43760,797,550601,Environmental Services Fund,DPW ‐ Environmental Services,Printing,‐,‐,‐
5055,43760,101,550602,Environmental Services Fund,DPW ‐ Environmental Services,Membership Dues,-597,-602,-914
5055,43760,796,550602,Environmental Services Fund,DPW ‐ Environmental Services,Membership Dues,-250,‐,-300
5055,43760,797,550602,Environmental Services Fund,DPW ‐ Environmental Services,Membership Dues,-189,-195,-200
5055,43760,101,550603,Environmental Services Fund,DPW ‐ Environmental Services,Postage,-169,-345,-154
5055,43760,171,550603,Environmental Services Fund,DPW ‐ Environmental Services,Postage,‐,‐,-45
5055,43760,796,550603,Environmental Services Fund,DPW ‐ Environmental Services,Postage,-50,‐,‐
5055,43760,797,550603,Environmental Services Fund,DPW ‐ Environmental Services,Postage,‐,‐,‐
5055,43760,101,560620,Environmental Services Fund,DPW ‐ Environmental Services,Office Supplies,-511,‐,‐
5055,43760,796,560620,Environmental Services Fund,DPW ‐ Environmental Services,Office Supplies,‐,-20,‐
5055,43760,797,560620,Environmental Services Fund,DPW ‐ Environmental Services,Office Supplies,‐,‐,‐
5055,43760,797,560625,Environmental Services Fund,DPW ‐ Environmental Services,Clothing,-112,-162,‐
5055,43760,101,560631,Environmental Services Fund,DPW ‐ Environmental Services,Operational Supplies,-760,"-1,456","-4,464"
5055,43760,764,560631,Environmental Services Fund,DPW ‐ Environmental Services,Operational Supplies,‐,‐,‐
5055,43760,796,560631,Environmental Services Fund,DPW ‐ Environmental Services,Operational Supplies,"-2,825","-1,893","-1,491"
5055,43760,797,560631,Environmental Services Fund,DPW ‐ Environmental Services,Operational Supplies,‐,-48,-39
5055,43760,101,560637,Environmental Services Fund,DPW ‐ Environmental Services,Vehicle Equipment Parts,-80,‐,‐
5055,43760,101,570667,Environmental Services Fund,DPW ‐ Environmental Services,Grant Expenses,‐,‐,"-1,450"
5055,43760,796,570667,Environmental Services Fund,DPW ‐ Environmental Services,Grant Expenses,‐,-900,‐
5055,43760,101,580899,Environmental Services Fund,DPW ‐ Environmental Services,Depreciation Expense,"-5,068","-5,068","-5,068"
5055,43760,101,591890,Environmental Services Fund,DPW ‐ Environmental Services,Transfer To Other Funds,"-146,670","-112,991","-112,992"
5060,43770,101,510501,Parking Fund,Parking Services,Regular Salaries,"-252,979","-231,973","-250,457"
5060,43770,783,510501,Parking Fund,Parking Services,Regular Salaries,"-17,354","-13,988","-12,708"
5060,43770,784,510501,Parking Fund,Parking Services,Regular Salaries,"-32,220","-25,971","-23,597"
5060,43770,785,510501,Parking Fund,Parking Services,Regular Salaries,"-43,842","-40,361","-38,923"
5060,43770,786,510501,Parking Fund,Parking Services,Regular Salaries,"-81,334","-75,780","-73,231"
5060,43770,787,510501,Parking Fund,Parking Services,Regular Salaries,"-66,872","-52,639","-46,355"
5060,43770,788,510501,Parking Fund,Parking Services,Regular Salaries,"-74,283","-59,686","-54,429"
5060,43770,793,510501,Parking Fund,Parking Services,Regular Salaries,"-131,894","-109,523","-132,068"
5060,43770,101,510503,Parking Fund,Parking Services,Overtime,"-4,788","-7,459","-4,849"
5060,43770,783,510503,Parking Fund,Parking Services,Overtime,-181,-45,-97
5060,43770,784,510503,Parking Fund,Parking Services,Overtime,-336,-83,-180
5060,43770,785,510503,Parking Fund,Parking Services,Overtime,-506,-553,-798
5060,43770,786,510503,Parking Fund,Parking Services,Overtime,"-10,323","-12,025","-12,044"
5060,43770,787,510503,Parking Fund,Parking Services,Overtime,-723,-184,-400
5060,43770,788,510503,Parking Fund,Parking Services,Overtime,-771,-186,-411
5060,43770,793,510503,Parking Fund,Parking Services,Overtime,"-10,914","-11,674","-9,028"
5060,43770,101,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,"-1,725",-284
5060,43770,783,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-58,‐
5060,43770,784,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-108,‐
5060,43770,785,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-66,‐
5060,43770,786,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-108,‐
5060,43770,787,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-241,‐
5060,43770,788,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,-249,‐
5060,43770,793,510519,Parking Fund,Parking Services,Vacation Time Payout,‐,"-1,120",‐
5060,43770,101,520515,Parking Fund,Parking Services,Health Insurance Opt Out,‐,-198,-364
5060,43770,793,520515,Parking Fund,Parking Services,Health Insurance Opt Out,-171,‐,‐
5060,43770,101,520520,Parking Fund,Parking Services,Life Insurance Expense,-178,-199,-215
5060,43770,783,520520,Parking Fund,Parking Services,Life Insurance Expense,-17,-19,-21
5060,43770,784,520520,Parking Fund,Parking Services,Life Insurance Expense,-32,-32,-30
5060,43770,785,520520,Parking Fund,Parking Services,Life Insurance Expense,-101,-60,-64
5060,43770,786,520520,Parking Fund,Parking Services,Life Insurance Expense,-85,-70,-77
5060,43770,787,520520,Parking Fund,Parking Services,Life Insurance Expense,-60,-58,-44
5060,43770,788,520520,Parking Fund,Parking Services,Life Insurance Expense,-75,-71,-117
5060,43770,793,520520,Parking Fund,Parking Services,Life Insurance Expense,-164,-100,-154
5060,43770,101,520521,Parking Fund,Parking Services,Health Insurance Expense,"-56,128","-55,646","-58,632"
5060,43770,783,520521,Parking Fund,Parking Services,Health Insurance Expense,"-4,652","-4,689","-4,051"
5060,43770,784,520521,Parking Fund,Parking Services,Health Insurance Expense,"-8,639","-8,708","-7,523"
5060,43770,785,520521,Parking Fund,Parking Services,Health Insurance Expense,"-5,316","-5,359","-4,630"
5060,43770,786,520521,Parking Fund,Parking Services,Health Insurance Expense,"-15,727","-16,067","-16,067"
5060,43770,787,520521,Parking Fund,Parking Services,Health Insurance Expense,"-19,272","-19,426","-16,783"
5060,43770,788,520521,Parking Fund,Parking Services,Health Insurance Expense,"-19,936","-20,096","-17,362"
5060,43770,793,520521,Parking Fund,Parking Services,Health Insurance Expense,"-46,744","-39,767","-48,097"
5060,43770,101,520522,Parking Fund,Parking Services,Social Security Expense,"-14,561","-14,017","-15,224"
5060,43770,783,520522,Parking Fund,Parking Services,Social Security Expense,"-1,012",-826,-752
5060,43770,784,520522,Parking Fund,Parking Services,Social Security Expense,"-1,880","-1,533","-1,395"
5060,43770,785,520522,Parking Fund,Parking Services,Social Security Expense,"-2,661","-2,480","-2,418"
5060,43770,786,520522,Parking Fund,Parking Services,Social Security Expense,"-5,395","-5,239","-5,061"
5060,43770,787,520522,Parking Fund,Parking Services,Social Security Expense,"-3,881","-3,092","-2,723"
5060,43770,788,520522,Parking Fund,Parking Services,Social Security Expense,"-4,333","-3,536","-3,219"
5060,43770,793,520522,Parking Fund,Parking Services,Social Security Expense,"-8,067","-6,727","-7,734"
5060,43770,101,520523,Parking Fund,Parking Services,Medicare Expense,"-3,405","-3,278","-3,561"
5060,43770,783,520523,Parking Fund,Parking Services,Medicare Expense,-237,-193,-176
5060,43770,784,520523,Parking Fund,Parking Services,Medicare Expense,-440,-359,-326
5060,43770,785,520523,Parking Fund,Parking Services,Medicare Expense,-622,-580,-565
5060,43770,786,520523,Parking Fund,Parking Services,Medicare Expense,"-1,262","-1,225","-1,184"
5060,43770,787,520523,Parking Fund,Parking Services,Medicare Expense,-908,-723,-637
5060,43770,788,520523,Parking Fund,Parking Services,Medicare Expense,"-1,013",-827,-753
5060,43770,793,520523,Parking Fund,Parking Services,Medicare Expense,"-1,887","-1,573","-1,809"
5060,43770,101,520527,Parking Fund,Parking Services,IMRF Contributions,"-36,518","-36,861","-36,978"
5060,43770,783,520527,Parking Fund,Parking Services,IMRF Contributions,"-2,532","-2,141","-1,814"
5060,43770,784,520527,Parking Fund,Parking Services,IMRF Contributions,"-4,701","-3,975","-3,369"
5060,43770,785,520527,Parking Fund,Parking Services,IMRF Contributions,"-6,396","-6,193","-5,636"
5060,43770,786,520527,Parking Fund,Parking Services,IMRF Contributions,"-13,161","-13,356","-12,083"
5060,43770,787,520527,Parking Fund,Parking Services,IMRF Contributions,"-9,761","-8,063","-6,625"
5060,43770,788,520527,Parking Fund,Parking Services,IMRF Contributions,"-10,838","-9,165","-7,771"
5060,43770,793,520527,Parking Fund,Parking Services,IMRF Contributions,"-20,646","-18,573","-19,993"
5060,43770,101,520528,Parking Fund,Parking Services,S125 Admin. Expenses,‐,‐,"6 0,661"
5060,43770,101,520529,Parking Fund,Parking Services,Change in IMRF NPO,"-7,789","6,416",‐
5060,43770,101,520900,Parking Fund,Parking Services,Change in NPO,"-3,891","-13,142","-3,382"
5060,43770,101,530650,Parking Fund,Parking Services,Conferences Training,"-2,033","-5,003","-5,922"
5060,43770,784,530650,Parking Fund,Parking Services,Conferences Training,‐,‐,‐
5060,43770,793,530650,Parking Fund,Parking Services,Conferences Training,‐,‐,-120
5060,43770,101,530658,Parking Fund,Parking Services,Temporary Services,‐,"-26,200","-8,659"
5060,43770,101,530660,Parking Fund,Parking Services,General Contractuals,"-53,517","-53,390","-20,853"
5060,43770,711,530660,Parking Fund,Parking Services,General Contractuals,-88,‐,‐
5060,43770,783,530660,Parking Fund,Parking Services,General Contractuals,"-26,868","-25,739","-79,110"
5060,43770,784,530660,Parking Fund,Parking Services,General Contractuals,"-188,898","-182,579","-198,463"
5060,43770,785,530660,Parking Fund,Parking Services,General Contractuals,"-288,028","-203,141","-13,553"
5060,43770,786,530660,Parking Fund,Parking Services,General Contractuals,"-151,563","-251,569","-228,811"
5060,43770,787,530660,Parking Fund,Parking Services,General Contractuals,"-36,945","-70,095","-151,454"
5060,43770,788,530660,Parking Fund,Parking Services,General Contractuals,"-215,849","-331,272","-557,287"
5060,43770,101,530661,Parking Fund,Parking Services,Security Services,‐,"-1,233",‐
5060,43770,784,530661,Parking Fund,Parking Services,Security Services,‐,"-10,778",‐
5060,43770,785,530661,Parking Fund,Parking Services,Security Services,‐,"-19,698",‐
5060,43770,788,530661,Parking Fund,Parking Services,Security Services,‐,"-6,690",‐
5060,43770,101,530667,Parking Fund,Parking Services,External Support,"-105,392","-95,286","-108,368"
5060,43770,784,530667,Parking Fund,Parking Services,External Support,‐,-50,"-1,727"
5060,43770,785,530667,Parking Fund,Parking Services,External Support,‐,‐,"-4,650"
5060,43770,786,530667,Parking Fund,Parking Services,External Support,‐,‐,‐
5060,43770,788,530667,Parking Fund,Parking Services,External Support,‐,‐,"-2,799"
5060,43770,793,530667,Parking Fund,Parking Services,External Support,‐,‐,-954
5060,43770,101,530675,Parking Fund,Parking Services,Bank Charges,‐,"-3,207",‐
5060,43770,784,530675,Parking Fund,Parking Services,Bank Charges,"-7,898","-7,916","-6,785"
5060,43770,785,530675,Parking Fund,Parking Services,Bank Charges,"-5,071","-4,354",-189
5060,43770,786,530675,Parking Fund,Parking Services,Bank Charges,"-25,681","-26,889","-4,262"
5060,43770,788,530675,Parking Fund,Parking Services,Bank Charges,"-10,014","-12,798","-49,925"
5060,43770,793,530675,Parking Fund,Parking Services,Bank Charges,‐,"-1,155",‐
5060,43770,101,540657,Parking Fund,Parking Services,Property Taxes on Leased Lots,"-48,491","-78,150","-33,776"
5060,43770,787,540657,Parking Fund,Parking Services,Property Taxes on Leased Lots,"-28,053",‐,"-30,443"
5060,43770,101,540661,Parking Fund,Parking Services,Cook County Parking Tax Exp,"-159,323","-2,288",‐
5060,43770,783,540674,Parking Fund,Parking Services,Property Repair,-45,‐,‐
5060,43770,784,540674,Parking Fund,Parking Services,Property Repair,-210,‐,‐
5060,43770,786,540674,Parking Fund,Parking Services,Property Repair,"-2,263",‐,‐
5060,43770,787,540674,Parking Fund,Parking Services,Property Repair,‐,‐,‐
5060,43770,788,540674,Parking Fund,Parking Services,Property Repair,"-1,675",‐,‐
5060,43770,783,540690,Parking Fund,Parking Services,Telecommunication Charges,"-4,090","-6,703",‐
5060,43770,785,540690,Parking Fund,Parking Services,Telecommunication Charges,‐,-660,‐
5060,43770,784,540691,Parking Fund,Parking Services,Water Charges,-692,-406,-521
5060,43770,785,540691,Parking Fund,Parking Services,Water Charges,‐,-62,‐
5060,43770,788,540691,Parking Fund,Parking Services,Water Charges,"-2,189","-3,016","-2,253"
5060,43770,783,540692,Parking Fund,Parking Services,Electricity,"-21,238","-11,380","-9,053"
5060,43770,784,540692,Parking Fund,Parking Services,Electricity,"-37,490","-34,958","-21,323"
5060,43770,785,540692,Parking Fund,Parking Services,Electricity,"-19,653","-12,901",-32
5060,43770,787,540692,Parking Fund,Parking Services,Electricity,"-1,692","-5,265","-1,752"
5060,43770,788,540692,Parking Fund,Parking Services,Electricity,"-82,203","-67,626","-45,981"
5060,43770,788,540693,Parking Fund,Parking Services,Natural Gas,"-1,367","-1,206","-2,259"
5060,43770,783,540695,Parking Fund,Parking Services,Natural Gas,-269,‐,‐
5060,43770,788,540695,Parking Fund,Parking Services,Refuse Disposal,-870,-813,‐
5060,43770,784,540699,Parking Fund,Parking Services,Hardware Maintenance,‐,-135,‐
5060,43770,101,540707,Parking Fund,Parking Services,Lot Rental Reimbursement,"-1,437",‐,"-3,457"
5060,43770,781,540707,Parking Fund,Parking Services,Lot Rental Reimbursement,‐,‐,"-6,339"
5060,43770,785,540707,Parking Fund,Parking Services,Lot Rental Reimbursement,‐,"-19,451",‐
5060,43770,787,540707,Parking Fund,Parking Services,Lot Rental Reimbursement,"-62,197","-49,424","-41,054"
5060,43770,101,550601,Parking Fund,Parking Services,Printing,"-33,081","-17,694","-3,600"
5060,43770,786,550601,Parking Fund,Parking Services,Printing,‐,-59,‐
5060,43770,788,550601,Parking Fund,Parking Services,Printing,-10,"-2,154",‐
5060,43770,793,550601,Parking Fund,Parking Services,Printing,-997,"-8,964","-16,075"
5060,43770,101,550602,Parking Fund,Parking Services,Membership Dues,‐,"-1,459","-1,343"
5060,43770,793,550602,Parking Fund,Parking Services,Membership Dues,‐,‐,-120
5060,43770,101,550603,Parking Fund,Parking Services,Postage,"-19,500","-20,731","-24,719"
5060,43770,788,550603,Parking Fund,Parking Services,Postage,‐,‐,-60
5060,43770,793,550603,Parking Fund,Parking Services,Postage,‐,‐,‐
5060,43770,101,550605,Parking Fund,Parking Services,Travel & Mileage Reimbursement,-82,‐,-163
5060,43770,783,550632,Parking Fund,Parking Services,Laundry Service,-486,-15,‐
5060,43770,784,550632,Parking Fund,Parking Services,Laundry Service,-111,-30,‐
5060,43770,785,550632,Parking Fund,Parking Services,Laundry Service,-168,-17,‐
5060,43770,786,550632,Parking Fund,Parking Services,Laundry Service,-373,-89,‐
5060,43770,788,550632,Parking Fund,Parking Services,Laundry Service,-151,"-1,503",-836
5060,43770,101,550652,Parking Fund,Parking Services,Legal Postings and Doc. Fees,-187,-638,-943
5060,43770,101,550663,Parking Fund,Parking Services,Software License Updates,‐,"-2,175",‐
5060,43770,101,550671,Parking Fund,Parking Services,Office Machine Service,‐,-550,-833
5060,43770,788,550671,Parking Fund,Parking Services,Office Machine Service,‐,"-1,050",‐
5060,43770,788,560616,Parking Fund,Parking Services,Toner Cartridges,-283,‐,‐
5060,43770,101,560620,Parking Fund,Parking Services,Office Supplies,"-4,253","-3,736","-1,262"
5060,43770,788,560620,Parking Fund,Parking Services,Office Supplies,-605,‐,-94
5060,43770,793,560620,Parking Fund,Parking Services,Office Supplies,‐,‐,"-2,078"
5060,43770,783,560623,Parking Fund,Parking Services,Cleaning Supplies,‐,‐,‐
5060,43770,784,560623,Parking Fund,Parking Services,Cleaning Supplies,‐,‐,‐
5060,43770,788,560623,Parking Fund,Parking Services,Cleaning Supplies,"-9,707","-3,028","-10,320"
5060,43770,101,560625,Parking Fund,Parking Services,Clothing,‐,-420,‐
5060,43770,784,560625,Parking Fund,Parking Services,Clothing,‐,‐,‐
5060,43770,786,560625,Parking Fund,Parking Services,Clothing,‐,‐,‐
5060,43770,788,560625,Parking Fund,Parking Services,Clothing,‐,-150,‐
5060,43770,788,560630,Parking Fund,Parking Services,Small Tools,‐,‐,-136
5060,43770,101,560631,Parking Fund,Parking Services,Operational Supplies,"-1,746","-19,260","-1,656"
5060,43770,783,560631,Parking Fund,Parking Services,Operational Supplies,-148,-570,-21
5060,43770,784,560631,Parking Fund,Parking Services,Operational Supplies,"-3,442","-3,513","-2,222"
5060,43770,785,560631,Parking Fund,Parking Services,Operational Supplies,"-4,854",‐,‐
5060,43770,786,560631,Parking Fund,Parking Services,Operational Supplies,"-2,750",‐,‐
5060,43770,788,560631,Parking Fund,Parking Services,Operational Supplies,"-78,612","-36,331","-8,485"
5060,43770,793,560631,Parking Fund,Parking Services,Operational Supplies,"-1,491",‐,-629
5060,43770,101,560634,Parking Fund,Parking Services,Sign Replacement,-332,‐,‐
5060,43770,783,560634,Parking Fund,Parking Services,Sign Replacement,‐,‐,-315
5060,43770,784,560634,Parking Fund,Parking Services,Sign Replacement,‐,‐,-475
5060,43770,786,560634,Parking Fund,Parking Services,Sign Replacement,"-1,827","-4,456",‐
5060,43770,787,560634,Parking Fund,Parking Services,Sign Replacement,"-8,497","-2,475","-1,221"
5060,43770,788,560634,Parking Fund,Parking Services,Sign Replacement,-76,-414,"-1,055"
5060,43770,101,560650,Parking Fund,Parking Services,Volunteer Recog Recruitment,‐,‐,-92
5060,43770,101,560670,Parking Fund,Parking Services,Equipment Rental,-211,‐,‐
5060,43770,793,560670,Parking Fund,Parking Services,Equipment Rental,-733,-191,‐
5060,43770,788,570294,Parking Fund,Parking Services,Printers,-781,‐,‐
5060,43770,101,570661,Parking Fund,Parking Services,Badge Grant Expenditures,"-4,738",‐,‐
5060,43770,783,570705,Parking Fund,Parking Services,Building Improvements,‐,‐,‐
5060,43770,784,570705,Parking Fund,Parking Services,Building Improvements,"-4,840",‐,"-187,634"
5060,43770,785,570705,Parking Fund,Parking Services,Building Improvements,"-7,500",‐,"-217,462"
5060,43770,786,570705,Parking Fund,Parking Services,Building Improvements,‐,‐,‐
5060,43770,787,570705,Parking Fund,Parking Services,Building Improvements,‐,"-165,039","-69,836"
5060,43770,788,570705,Parking Fund,Parking Services,Building Improvements,"-15,981","-346,628","-429,191"
5060,43770,793,570705,Parking Fund,Parking Services,Building Improvements,‐,‐,‐
5060,43730,776,570707,Parking Fund,Parking Services,Capital Improvements,‐,‐,"-2,582"
5060,43770,783,570710,Parking Fund,Parking Services,Equipment,‐,‐,‐
5060,43770,784,570710,Parking Fund,Parking Services,Equipment,-312,"-1,896",‐
5060,43770,785,570710,Parking Fund,Parking Services,Equipment,-118,"-5,591",‐
5060,43770,786,570710,Parking Fund,Parking Services,Equipment,-221,‐,‐
5060,43770,787,570710,Parking Fund,Parking Services,Equipment,‐,‐,‐
5060,43770,788,570710,Parking Fund,Parking Services,Equipment,"-4,771","-5,692",‐
5060,43770,101,570720,Parking Fund,Parking Services,Computer Equipment,‐,‐,‐
5060,43770,783,570720,Parking Fund,Parking Services,Computer Equipment,‐,‐,‐
5060,43770,786,570720,Parking Fund,Parking Services,Computer Equipment,‐,‐,‐
5060,43770,787,570720,Parking Fund,Parking Services,Computer Equipment,"-58,225",‐,‐
