"Fund ID","Department ID","Program ID","Account ID","Fund","Fund Description","Function","Function Description","Department","Department Description","Description","Actuals 2013","Actuals 2014","Actuals 2015","Actuals 2016","Actuals 2017","Actuals 2018","Actuals 2019","Actuals 2020","Actuals 2021","Estimates 2022","Estimates 2023"
"5060","43770","784","540674","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Property Repair","210","0","0","9116","19951","13816","16139","4704","6922","12500","12500"
"5060","43770","784","520521","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Health Insurance Expense","8639","8708","7523","6345","12494","6490","6239","6044","8976","10000","10292"
"5060","43770","784","520523","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Medicare Expense","440","359","326","325","247","495","490","449","661","678","713"
"5060","43770","784","520522","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Social Security Expense","1880","1533","1395","1390","1056","2118","2097","1920","2824","2901","3047"
"5060","43770","784","520527","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","IMRF Contributions","4701","3975","3369","3377","2530","3197","2282","2873","3991","2600","1342"
"5060","43770","784","520520","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Life Insurance Expense","32","32","30","47","95","77","61","64","80","80","79"
"5060","43770","785","550632","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Laundry Service","168","17","0","0","0","0","0","0","0","0","0"
"5060","43770","785","550656","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Miscellaneous Expense","0","0","0","822","0","0","0","0","0","0","0"
"5060","43770","785","530675","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Bank Charges","5071","4354","189","0","0","0","0","0","0","0","0"
"5060","43770","785","530660","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","General Contractuals","288028","203141","13553","7900","78158","0","0","74997","34209","73731","75000"
"5060","43770","785","530661","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Security Services","0","19698","0","0","0","0","0","0","0","0","0"
"5060","43770","785","530667","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","External Support","0","0","4650","0","0","0","0","0","0","0","0"
"5060","43770","785","570710","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Equipment","118","5591","0","0","0","0","0","0","0","0","0"
"5060","43770","785","510503","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Overtime","506","553","798","139","0","0","0","0","0","0","0"
"5060","43770","785","510501","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Regular Salaries","43842","40361","38923","35953","2519","0","0","0","0","0","0"
"5060","43770","785","540692","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Electricity","19653","12901","32","0","0","0","0","0","0","0","0"
"5060","43770","785","540690","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Telecommunication Charges","0","660","0","0","0","0","0","0","0","0","0"
"5060","43770","785","540691","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Water Charges","0","62","0","0","0","0","0","0","0","0","0"
"5060","43770","785","570707","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Capital Improvements","0","0","0","0","0","0","38000","0","0","0","0"
"5060","43770","785","510519","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Vacation Time Payout","0","66","0","0","0","0","0","0","0","0","0"
"5060","43770","785","570705","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Building Improvements","7500","0","217462","357774","0","0","0","0","0","0","0"
"5060","43770","785","520527","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","IMRF Contributions","6396","6193","5636","5115","764","0","0","0","0","0","0"
"5060","43770","785","520522","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Social Security Expense","2661","2480","2418","2184","143","0","0","0","0","0","0"
"5060","43770","785","520523","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Medicare Expense","622","580","565","511","105","0","0","0","0","0","0"
"5060","43770","785","520520","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Life Insurance Expense","101","60","64","120","0","0","0","0","0","0","0"
"5060","43770","785","520521","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Health Insurance Expense","5316","5359","4630","3905","0","0","0","0","0","0","0"
"5060","43770","785","560631","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Operational Supplies","4854","0","0","0","0","0","0","0","0","0","0"
"5060","43770","785","540707","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Lot Rental Reimbursement","0","19451","0","0","0","0","0","0","0","0","0"
"5060","43770","785","540674","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Property Repair","0","0","0","0","0","0","7645","4574","0","0","0"
"5060","43770","786","510501","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Regular Salaries","81334","75780","73231","74052","63924","47192","75278","23292","36593","37500","37581"
"5060","43770","786","560625","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Clothing","0","0","0","806","193","371","0","431","0","0","0"
"5060","43770","786","560623","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Cleaning Supplies","0","0","0","368","0","0","0","0","0","0","0"
"5060","43770","786","510503","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Overtime","10323","12025","12044","16714","1166","236","2355","26","0","3000","12000"
"5060","43770","786","520527","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","IMRF Contributions","13161","13356","12083","12863","9153","4420","5049","2133","3052","2000","1354"
"5060","43770","786","520523","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Medicare Expense","1262","1225","1184","1254","886","644","1065","320","505","520","719"
"5060","43770","786","520522","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Social Security Expense","5395","5239","5061","5361","3788","2753","4555","1497","2160","2218","3050"
"5060","43770","786","520521","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Health Insurance Expense","15727","16067","16067","15293","9555","8824","13493","4368","6864","7600","7870"
"5060","43770","786","520520","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Life Insurance Expense","85","70","77","119","73","79","89","46","61","62","60"
"5060","43770","786","530675","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Bank Charges","25681","26889","4262","28649","0","21994","40561","24977","59794","60000","60000"
"5060","43770","786","560631","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Operational Supplies","2750","0","0","3730","2497","9114","6084","591","4671","5000","5000"
"5060","43770","786","560634","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Sign Replacement","1827","4456","0","2042","723","12482","2309","4829","0","1000","1000"
"5060","43770","786","570710","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Equipment","221","0","0","1435","5811","530","0","0","0","0","0"
"5060","43770","786","570707","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Capital Improvements","0","0","0","0","0","290788","329539","114848","27031","410000","480000"
"5060","43770","786","570705","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Building Improvements","0","0","0","155631","307068","0","0","0","0","0","0"
"5060","43770","786","560637","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS - Parking Services","","Vehicle Equipment Parts","0","0","0","302","0","0","0","0","0","0","0"
"5060","43770","786","530667","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","External Support","0","0","0","0","0","0","0","0","0","0","0"
"5060","43770","786","550601","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Printing","0","59","0","0","0","0","0","0","0","0","0"
"5060","43770","786","570720","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Computer Equipment","0","0","0","8949","0","0","0","0","0","0","0"
"5060","43770","786","540674","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Property Repair","2263","0","0","2100","2554","465","892","0","3800","20000","20000"
"5060","43770","786","530660","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","General Contractuals","151563","251569","228811","133125","99235","126230","337204","73162","165914","270674","201265"
"5060","43770","786","570750","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Vehicles","0","19962","0","0","43794","0","0","0","0","0","0"
"5060","43770","786","550632","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Laundry Service","373","89","0","356","589","600","0","630","0","0","0"
"5060","43770","786","510519","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Vacation Time Payout","0","108","0","0","0","0","0","0","0","0","0"
"5060","43770","787","530660","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","General Contractuals","36945","70095","151454","173447","229494","63477","84867","67528","140180","145208","80538"
"5060","43770","787","510519","Parking Fund","The Parking Fund includes all publicly provided parking, including public parking garages, off-street parking lots, and metered parking spaces. The Parking and Mobility Services Division manages these services, as well as, the vehicle license (sticker) and a comprehensive parking permit and pass system which provide revenue to the Parking Fund.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","Parking Services","","Vacation Time Payout","0","241","0","0","0","0","0","0","0","0","0"
